# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AIF1L	ENSG00000126878	ENST00000372302	protein_coding	0	0	0	16	2	0	0	0	0	0	8	0	0	0	0	0	0	0	6
AIF1L	ENSG00000126878	ENST00000372309	protein_coding	0	0	0	16	2	0	0	0	0	0	8	0	0	0	0	0	0	0	6
AIF1L	ENSG00000126878	ENST00000372314	nonsense_mediated_decay	0	0	0	18	2	0	0	0	0	0	8	0	2	0	0	0	0	0	6
AIF1L	ENSG00000126878	ENST00000472942	processed_transcript	0	0	0	13	0	0	0	0	1	0	5	0	1	0	0	0	0	0	6
AIF1L	ENSG00000126878	ENST00000478257	retained_intron	0	0	0	12	0	0	0	0	1	0	4	0	1	0	0	0	0	0	6
AJM1	ENSG00000232434	ENST00000436881	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AK1	ENSG00000106992	ENST00000223836	protein_coding	0	1	0	11	0	0	0	0	1	0	9	0	0	0	0	0	0	1	1
AK1	ENSG00000106992	ENST00000373156	protein_coding	0	1	0	11	0	0	0	0	1	0	10	0	0	0	0	0	0	1	0
AK1	ENSG00000106992	ENST00000413016	processed_transcript	0	0	0	12	0	0	0	0	1	0	9	0	1	0	0	0	0	0	1
AK1	ENSG00000106992	ENST00000550143	nonsense_mediated_decay	0	0	0	13	1	0	0	0	1	0	9	0	1	0	0	0	0	0	1
AK1	ENSG00000106992	ENST00000550992	nonsense_mediated_decay	0	0	0	12	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0
AK1	ENSG00000106992	ENST00000644144	protein_coding	0	1	0	12	1	0	0	0	1	0	10	0	0	0	0	0	0	1	0
AK8	ENSG00000165695	ENST00000298545	protein_coding	0	0	0	20	0	0	0	0	2	0	18	0	0	0	0	0	0	0	0
AK8	ENSG00000165695	ENST00000467161	processed_transcript	0	0	0	6	0	0	0	0	2	0	3	0	0	0	0	0	0	0	1
AK8	ENSG00000165695	ENST00000476719	processed_transcript	0	0	0	20	0	0	0	0	2	0	18	0	0	0	0	0	0	0	0
AK8	ENSG00000165695	ENST00000477396	processed_transcript	0	0	0	20	0	0	0	0	2	0	18	0	0	0	0	0	0	0	0
AK8	ENSG00000165695	ENST00000482422	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AL136141.1	ENSG00000270755	ENST00000605780		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL138781.1	ENSG00000275329	ENST00000617896		0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AL157935.2	ENSG00000227218	ENST00000415141		0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5
AL157935.2	ENSG00000227218	ENST00000586374		0	0	0	7	0	0	0	0	1	0	1	0	1	0	0	0	0	0	4
AL157935.2	ENSG00000227218	ENST00000587355		0	0	0	7	0	0	0	0	1	0	1	0	1	0	0	0	0	0	4
AL157935.2	ENSG00000227218	ENST00000587978		0	0	0	7	0	0	0	0	1	0	1	0	1	0	0	0	0	0	4
AL157935.2	ENSG00000227218	ENST00000588890		0	0	0	7	0	0	0	0	1	0	1	0	1	0	0	0	0	0	4
AL157935.2	ENSG00000227218	ENST00000590283		0	0	0	7	0	0	0	0	1	0	1	0	1	0	0	0	0	0	4
AL157935.2	ENSG00000227218	ENST00000591408		0	0	0	7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5
AL157935.2	ENSG00000227218	ENST00000592240		0	0	0	7	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0
AL157935.2	ENSG00000227218	ENST00000608805		0	0	0	7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5
AL157935.3	ENSG00000257524	ENST00000476274	processed_transcript	0	0	0	16	0	0	0	0	1	0	10	0	2	0	0	0	0	0	3
AL157935.3	ENSG00000257524	ENST00000548587	processed_transcript	0	0	0	14	0	0	0	0	10	0	1	0	1	0	0	0	0	0	2
AL157935.3	ENSG00000257524	ENST00000642314	processed_transcript	0	0	0	15	0	0	0	0	10	0	1	0	1	0	0	0	0	0	3
AL157935.3	ENSG00000257524	ENST00000643029	nonsense_mediated_decay	0	0	0	31	3	0	1	0	1	0	17	0	4	0	0	0	0	0	5
AL157935.3	ENSG00000257524	ENST00000643338	nonsense_mediated_decay	0	0	0	30	3	0	0	0	1	0	17	0	3	0	0	0	0	0	6
AL157935.3	ENSG00000257524	ENST00000645007	nonsense_mediated_decay	0	0	0	24	3	0	0	0	1	0	16	0	3	0	0	0	0	0	1
AL157935.3	ENSG00000257524	ENST00000646171	nonsense_mediated_decay	0	0	0	22	1	0	0	0	1	0	17	0	2	0	0	0	0	0	1
AL157938.1	ENSG00000226987	ENST00000446606	processed_pseudogene	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
AL157938.2	ENSG00000236986	ENST00000415391		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000417798		0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000586290		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000586662		0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000587264		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000587408		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000588325		0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000588378		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000589095		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000589128		0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000589540		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000589667		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000590461		0	0	0	5	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AL157938.2	ENSG00000236986	ENST00000592466		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL157938.3	ENSG00000246851	ENST00000502188		0	0	0	4	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
AL157938.4	ENSG00000286547	ENST00000663086		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AL158151.1	ENSG00000204055	ENST00000372490		0	0	0	7	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0
AL158151.1	ENSG00000204055	ENST00000451229		0	0	0	3	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
AL158151.2	ENSG00000234055	ENST00000434250		0	0	0	11	0	0	0	0	8	0	2	0	0	0	0	0	0	0	1
AL158151.3	ENSG00000268050	ENST00000599172		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AL158151.4	ENSG00000268707	ENST00000600965		0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AL158207.1	ENSG00000224988	ENST00000417984	processed_pseudogene	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AL160271.1	ENSG00000212395	ENST00000391093	snoRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AL160271.2	ENSG00000236687	ENST00000444708		0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
AL161733.1	ENSG00000236658	ENST00000421067		0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AL161785.1	ENSG00000224307	ENST00000664782		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL161785.2	ENSG00000235007	ENST00000427080		0	0	0	7	0	0	0	0	2	0	1	0	0	0	0	0	0	0	4
AL161785.3	ENSG00000241084	ENST00000435157		0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5
AL162417.1	ENSG00000285245	ENST00000647146	protein_coding	0	3	1	27	0	0	0	0	3	0	22	1	0	0	0	0	0	3	2
AL162586.1	ENSG00000225032	ENST00000425991		0	0	0	6	0	0	0	0	2	0	1	0	0	0	0	0	0	0	3
AL162586.1	ENSG00000225032	ENST00000439298		0	0	0	6	0	0	0	0	2	0	1	0	3	0	0	0	0	0	0
AL162586.2	ENSG00000286196	ENST00000652130		0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AL353611.1	ENSG00000236403	ENST00000417054		0	0	0	9	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1
AL353611.1	ENSG00000236403	ENST00000654026		0	0	0	9	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1
AL353611.1	ENSG00000236403	ENST00000663742		0	0	0	9	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1
AL353611.1	ENSG00000236403	ENST00000664778		0	0	0	9	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1
AL353611.2	ENSG00000279935	ENST00000625008	TEC	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AL353615.1	ENSG00000235572	ENST00000450850		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL353615.1	ENSG00000235572	ENST00000650654		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL353615.1	ENSG00000235572	ENST00000656211		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL353803.1	ENSG00000226355	ENST00000439014		0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4
AL353803.1	ENSG00000226355	ENST00000655097		0	0	0	7	0	0	0	0	2	0	1	0	0	0	0	0	0	0	4
AL353803.1	ENSG00000226355	ENST00000663459		0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4
AL353803.2	ENSG00000230676	ENST00000436510		0	0	0	12	0	0	0	0	2	0	6	0	2	0	0	0	0	0	2
AL353803.2	ENSG00000230676	ENST00000454408		0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3
AL353803.3	ENSG00000236146	ENST00000444641	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AL353803.4	ENSG00000261334	ENST00000565882		0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AL354761.1	ENSG00000236543	ENST00000430816	protein_coding	0	0	0	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7
AL354761.1	ENSG00000236543	ENST00000637501	processed_transcript	0	0	0	16	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2
AL354796.1	ENSG00000279929	ENST00000623292	TEC	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL355987.1	ENSG00000204003	ENST00000435202	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3
AL355987.1	ENSG00000204003	ENST00000480584	processed_transcript	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2
AL355987.2	ENSG00000272679	ENST00000471502	retained_intron	0	0	0	14	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2
AL355987.3	ENSG00000272896	ENST00000456614	nonsense_mediated_decay	0	0	0	9	0	0	0	0	3	0	5	0	0	0	0	0	0	0	1
AL355987.4	ENSG00000273066	ENST00000415992	retained_intron	0	0	0	11	0	0	0	0	2	0	5	0	2	0	0	0	0	0	2
AL355987.4	ENSG00000273066	ENST00000459985	retained_intron	0	0	0	9	0	0	0	0	2	0	2	0	1	0	0	0	0	0	4
AL355987.5	ENSG00000274356	ENST00000621585	unprocessed_pseudogene	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AL355987.6	ENSG00000281808	ENST00000630429	snoRNA	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1
AL356481.1	ENSG00000228395	ENST00000426704		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AL356481.1	ENSG00000228395	ENST00000434999		0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
AL356481.1	ENSG00000228395	ENST00000660288		0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AL356481.2	ENSG00000280474	ENST00000629902		0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
AL356481.3	ENSG00000280758	ENST00000630523		0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4
AL358781.1	ENSG00000176868	ENST00000321081	pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AL358781.1	ENSG00000176868	ENST00000616163		0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
AL358781.2	ENSG00000230289	ENST00000415423		0	0	0	19	0	0	0	0	6	0	5	0	0	0	0	0	0	0	8
AL359091.4	ENSG00000273186	ENST00000610052		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL359092.2	ENSG00000232172	ENST00000423330	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL360268.1	ENSG00000230536	ENST00000453870		0	0	0	8	0	0	0	0	1	0	2	0	1	0	0	0	0	0	4
AL360268.2	ENSG00000230848	ENST00000414976		0	0	0	6	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1
AL390778.1	ENSG00000227958	ENST00000452377		0	0	0	8	0	0	0	0	1	0	5	0	0	0	0	0	0	0	2
AL390778.2	ENSG00000233936	ENST00000420883		0	0	0	9	0	0	0	0	4	0	1	0	1	0	0	0	0	0	3
AL391056.1	ENSG00000227619	ENST00000443993		0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
AL391056.1	ENSG00000227619	ENST00000650882		0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
AL391056.1	ENSG00000227619	ENST00000658659		0	0	0	7	0	0	0	0	1	0	4	0	0	0	0	0	0	0	2
AL391056.1	ENSG00000227619	ENST00000658787		0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
AL391056.1	ENSG00000227619	ENST00000661811		0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
AL391056.1	ENSG00000227619	ENST00000664662		0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
AL391056.1	ENSG00000227619	ENST00000665659		0	0	0	7	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2
AL391056.1	ENSG00000227619	ENST00000667707		0	0	0	7	0	0	0	0	1	0	4	0	0	0	0	0	0	0	2
AL391056.2	ENSG00000286078	ENST00000652329		0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL392105.1	ENSG00000223188	ENST00000411256	misc_RNA	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AL441992.1	ENSG00000203286	ENST00000366116	misc_RNA	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AL441992.2	ENSG00000223478	ENST00000443631		0	0	0	9	0	0	0	0	1	0	4	0	0	0	0	0	0	0	4
AL441992.3	ENSG00000286112	ENST00000651925	protein_coding	0	1	0	16	4	0	0	0	1	0	12	0	0	0	0	1	0	0	0
AL445931.1	ENSG00000235138	ENST00000412181		0	0	0	12	0	0	0	0	8	0	1	0	0	0	0	0	0	0	3
AL583807.1	ENSG00000252582	ENST00000516773	snoRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AL590226.1	ENSG00000228401	ENST00000411904		0	0	0	13	0	0	0	0	3	0	8	0	0	0	0	0	0	0	2
AL590226.2	ENSG00000279141	ENST00000623792	pseudogene	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AL590226.2	ENSG00000279141	ENST00000626304		0	0	0	8	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1
AL590226.2	ENSG00000279141	ENST00000628780		0	0	0	8	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1
AL590369.1	ENSG00000234789	ENST00000455074		0	0	0	8	0	0	0	0	1	0	2	0	1	0	0	0	0	0	4
AL590627.1	ENSG00000255585	ENST00000421194	transcribed_processed_pseudogene	0	0	0	8	0	0	0	0	4	0	0	0	2	0	0	0	0	0	2
AL590627.1	ENSG00000255585	ENST00000626603	processed_transcript	0	0	0	11	0	0	0	0	2	0	5	0	2	0	0	0	0	0	2
AL590627.1	ENSG00000255585	ENST00000629344	processed_transcript	0	0	0	9	0	0	0	0	2	0	1	0	2	0	0	0	0	0	4
AL590627.3	ENSG00000283411	ENST00000636318		0	0	0	16	0	0	0	0	1	0	10	0	0	0	0	0	0	0	5
AL590627.3	ENSG00000283411	ENST00000637510		0	0	0	16	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0
AL590708.1	ENSG00000232850	ENST00000443493		0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
AL591424.1	ENSG00000229926	ENST00000442569	unprocessed_pseudogene	0	0	0	14	0	0	0	0	0	0	8	0	4	0	0	0	0	0	2
AL591424.2	ENSG00000276388	ENST00000617023	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL591424.3	ENSG00000278130	ENST00000614278	unprocessed_pseudogene	0	0	0	47	0	0	0	0	41	0	0	0	1	0	0	0	0	0	5
AL592211.1	ENSG00000267834	ENST00000594418		0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2
AL592211.2	ENSG00000287234	ENST00000670830		0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AL593851.1	ENSG00000234907	ENST00000426171	processed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
AL645768.1	ENSG00000286502	ENST00000666389		0	0	0	9	0	0	0	0	6	0	0	0	2	0	0	0	0	0	1
AL669970.1	ENSG00000223795	ENST00000444936		0	0	0	15	0	0	0	0	7	0	5	0	0	0	0	0	0	0	3
AL669970.2	ENSG00000227150	ENST00000446184		0	0	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6
AL669970.3	ENSG00000228877	ENST00000435284		0	0	0	17	0	0	0	0	4	0	5	0	1	0	0	0	0	0	7
AL672142.1	ENSG00000251184	ENST00000482796	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
